Protein,label,Y_Prob,Pred_label
HFM1_HUMAN,0.0,0.17391664,0
HFM1_HUMAN,0.0,0.6926597,1
HFM1_HUMAN,0.0,0.9054716,1
HFM1_HUMAN,0.0,0.9876676,1
HFM1_HUMAN,0.0,0.9666322,1
HFM1_HUMAN,0.0,0.95705694,1
HFM1_HUMAN,0.0,0.93968403,1
HFM1_HUMAN,0.0,0.924837,1
HFM1_HUMAN,0.0,0.91244245,1
HFM1_HUMAN,0.0,0.9204484,1
HFM1_HUMAN,0.0,0.88298756,1
HFM1_HUMAN,0.0,0.4731642,0
HFM1_HUMAN,0.0,0.7259508,1
HFM1_HUMAN,0.0,0.46030933,0
HFM1_HUMAN,0.0,0.31774655,0
HFM1_HUMAN,0.0,0.4158124,0
HFM1_HUMAN,0.0,0.36501318,0
HFM1_HUMAN,0.0,0.3660943,0
HFM1_HUMAN,0.0,0.567173,1
VWA8_HUMAN,0.0,0.7295698,1
VWA8_HUMAN,0.0,0.7758739,1
VWA8_HUMAN,0.0,0.6922498,1
VWA8_HUMAN,0.0,0.6824575,1
VWA8_HUMAN,0.0,0.41498753,0
VWA8_HUMAN,0.0,0.43156564,0
VWA8_HUMAN,0.0,0.40663305,0
VWA8_HUMAN,0.0,0.40781537,0
VWA8_HUMAN,0.0,0.7908189,1
VWA8_HUMAN,0.0,0.5292126,1
VWA8_HUMAN,0.0,0.8994717,1
VWA8_HUMAN,0.0,0.86477715,1
VWA8_HUMAN,0.0,0.913398,1
VWA8_HUMAN,0.0,0.8451156,1
VWA8_HUMAN,0.0,0.81425697,1
VWA8_HUMAN,0.0,0.536177,1
VWA8_HUMAN,0.0,0.41263464,0
VWA8_HUMAN,0.0,0.686863,1
VWA8_HUMAN,0.0,0.64172816,1
VWA8_HUMAN,0.0,0.51133615,1
VWA8_HUMAN,0.0,0.1529028,0
VWA8_HUMAN,0.0,0.24403138,0
VWA8_HUMAN,0.0,0.5609504,1
VWA8_HUMAN,0.0,0.43438902,0
VWA8_HUMAN,0.0,0.7705145,1
VWA8_HUMAN,0.0,0.54781973,1
F221B_HUMAN,0.0,0.70155346,1
F221B_HUMAN,0.0,0.57937866,1
F221B_HUMAN,0.0,0.33313724,0
CMI2B_HUMAN,0.0,0.21352977,0
AHRR_HUMAN,0.0,0.99239093,1
AHRR_HUMAN,0.0,0.96518934,1
AHRR_HUMAN,0.0,0.85933375,1
AHRR_HUMAN,0.0,0.24539372,0
AHRR_HUMAN,0.0,0.30576065,0
AHRR_HUMAN,0.0,0.2566758,0
AHRR_HUMAN,0.0,0.2684925,0
ADAS_HUMAN,1.0,0.70030403,1
ADAS_HUMAN,1.0,0.67574215,1
ADAS_HUMAN,1.0,0.46707347,0
ADAS_HUMAN,1.0,0.4608877,0
ADAS_HUMAN,1.0,0.70966125,1
ADAS_HUMAN,1.0,0.7483772,1
ADAS_HUMAN,1.0,0.65261656,1
IKBE_HUMAN,0.0,0.1959379,0
IKBE_HUMAN,0.0,0.54516184,1
IKBE_HUMAN,0.0,0.59408426,1
IKBE_HUMAN,0.0,0.47821286,0
TAF4_HUMAN,1.0,0.6141463,1
TAF4_HUMAN,1.0,0.48693532,0
TAF4_HUMAN,1.0,0.50256467,1
TAF4_HUMAN,1.0,0.36867347,0
TAF4_HUMAN,1.0,0.797474,1
TAF4_HUMAN,1.0,0.86152494,1
TAF4_HUMAN,1.0,0.98448956,1
TAF4_HUMAN,1.0,0.9844838,1
TAF4_HUMAN,1.0,0.9591124,1
TAF4_HUMAN,1.0,0.9677088,1
TAF4_HUMAN,1.0,0.9401164,1
TAF4_HUMAN,1.0,0.979512,1
TAF4_HUMAN,1.0,0.95815045,1
ELL2_HUMAN,0.0,0.9415925,1
ELL2_HUMAN,0.0,0.69850737,1
ELL2_HUMAN,0.0,0.6168772,1
ELL2_HUMAN,0.0,0.7287114,1
ELL2_HUMAN,0.0,0.59951365,1
ELL2_HUMAN,0.0,0.7738258,1
ELL2_HUMAN,0.0,0.61523485,1
UPK2_HUMAN,1.0,0.23571377,0
BHE40_HUMAN,1.0,0.83854306,1
BHE40_HUMAN,1.0,0.93570745,1
BHE40_HUMAN,1.0,0.8628197,1
IMPA2_HUMAN,1.0,0.72607833,1
CDIPT_HUMAN,0.0,0.0068102726,0
RPC1_HUMAN,1.0,0.55071545,1
RPC1_HUMAN,1.0,0.6455853,1
RPC1_HUMAN,1.0,0.7991058,1
RPC1_HUMAN,1.0,0.8798046,1
RPC1_HUMAN,1.0,0.9407814,1
RPC1_HUMAN,1.0,0.9094029,1
RPC1_HUMAN,1.0,0.93870103,1
RPC1_HUMAN,1.0,0.7478571,1
RPC1_HUMAN,1.0,0.45085692,0
RPC1_HUMAN,1.0,0.81957185,1
RPC1_HUMAN,1.0,0.8589737,1
RPC1_HUMAN,1.0,0.91419744,1
RPC1_HUMAN,1.0,0.9353518,1
RPC1_HUMAN,1.0,0.8540106,1
RPC1_HUMAN,1.0,0.8481157,1
RPC1_HUMAN,1.0,0.8660544,1
RPC1_HUMAN,1.0,0.91851306,1
RPC1_HUMAN,1.0,0.8446602,1
BACH1_HUMAN,1.0,0.21601331,0
BACH1_HUMAN,1.0,0.2947116,0
BACH1_HUMAN,1.0,0.17655423,0
BACH1_HUMAN,1.0,0.26088,0
BACH1_HUMAN,1.0,0.5629907,1
BACH1_HUMAN,1.0,0.69231653,1
BACH1_HUMAN,1.0,0.8808002,1
BACH1_HUMAN,1.0,0.8388207,1
GEMI2_HUMAN,1.0,0.6336182,1
TFEC_HUMAN,1.0,0.5889177,1
TFEC_HUMAN,1.0,0.51319855,1
PUR4_HUMAN,1.0,0.9754512,1
PUR4_HUMAN,1.0,0.7535921,1
PUR4_HUMAN,1.0,0.62211037,1
PUR4_HUMAN,1.0,0.81707746,1
PUR4_HUMAN,1.0,0.97186756,1
PUR4_HUMAN,1.0,0.820928,1
PUR4_HUMAN,1.0,0.9517843,1
PUR4_HUMAN,1.0,0.8706498,1
PUR4_HUMAN,1.0,0.42996588,0
PUR4_HUMAN,1.0,0.6662797,1
PUR4_HUMAN,1.0,0.5355227,1
PUR4_HUMAN,1.0,0.4772224,0
PUR4_HUMAN,1.0,0.08954466,0
PUR4_HUMAN,1.0,0.44404355,0
PUR4_HUMAN,1.0,0.25051022,0
PUR4_HUMAN,1.0,0.7601336,1
PUR4_HUMAN,1.0,0.8729015,1
TIF1A_HUMAN,1.0,0.9434314,1
TIF1A_HUMAN,1.0,0.9325704,1
TIF1A_HUMAN,1.0,0.96037406,1
TIF1A_HUMAN,1.0,0.95772195,1
TIF1A_HUMAN,1.0,0.8076856,1
TIF1A_HUMAN,1.0,0.8165828,1
TIF1A_HUMAN,1.0,0.8328475,1
TIF1A_HUMAN,1.0,0.8669654,1
TIF1A_HUMAN,1.0,0.91145027,1
TIF1A_HUMAN,1.0,0.9133393,1
TIF1A_HUMAN,1.0,0.94974065,1
TIF1A_HUMAN,1.0,0.8545402,1
TIF1A_HUMAN,1.0,0.77504456,1
GNPAT_HUMAN,1.0,0.48827878,0
GNPAT_HUMAN,1.0,0.38093323,0
GNPAT_HUMAN,1.0,0.45181057,0
GNPAT_HUMAN,1.0,0.31495538,0
GNPAT_HUMAN,1.0,0.5455365,1
GNPAT_HUMAN,1.0,0.5508869,1
GNPAT_HUMAN,1.0,0.518883,1
SURF4_HUMAN,1.0,0.2427765,0
EIF3D_HUMAN,1.0,0.32246011,0
EIF3D_HUMAN,1.0,0.8753386,1
EIF3D_HUMAN,1.0,0.9853968,1
EIF3D_HUMAN,1.0,0.5593066,1
EIF3D_HUMAN,1.0,0.7650327,1
MOT5_HUMAN,0.0,0.00017162292,0
MOT5_HUMAN,0.0,0.0006175101,0
MOT5_HUMAN,0.0,0.007310252,0
MOT5_HUMAN,0.0,0.00046724937,0
FOXP2_HUMAN,1.0,0.7791364,1
FOXP2_HUMAN,1.0,0.84062594,1
FOXP2_HUMAN,1.0,0.81715214,1
FOXP2_HUMAN,1.0,0.79469484,1
FOXP2_HUMAN,1.0,0.84728783,1
FOXP2_HUMAN,1.0,0.8920037,1
FOXP2_HUMAN,1.0,0.8232568,1
FOXP2_HUMAN,1.0,0.8251346,1
MAGB4_HUMAN,1.0,0.22153975,0
MAGB4_HUMAN,1.0,0.3326211,0
SGSM2_HUMAN,0.0,0.53848696,1
SGSM2_HUMAN,0.0,0.37378564,0
SGSM2_HUMAN,0.0,0.62226826,1
SGSM2_HUMAN,0.0,0.516014,1
SGSM2_HUMAN,0.0,0.2886982,0
SGSM2_HUMAN,0.0,0.36330122,0
SGSM2_HUMAN,0.0,0.4348472,0
SGSM2_HUMAN,0.0,0.33560067,0
SGSM2_HUMAN,0.0,0.46968985,0
SGSM2_HUMAN,0.0,0.45876396,0
SGSM2_HUMAN,0.0,0.5546667,1
SGSM2_HUMAN,0.0,0.50926554,1
ZBT24_HUMAN,0.0,0.90373236,1
ZBT24_HUMAN,0.0,0.29924706,0
ZBT24_HUMAN,0.0,0.51723874,1
ZBT24_HUMAN,0.0,0.2768358,0
ZBT24_HUMAN,0.0,0.13812289,0
ZBT24_HUMAN,0.0,0.40070683,0
ZBT24_HUMAN,0.0,0.7043917,1
GPR39_HUMAN,0.0,0.19333579,0
GPR39_HUMAN,0.0,0.24367598,0
GPR39_HUMAN,0.0,0.13041325,0
GPR39_HUMAN,0.0,0.3978508,0
TGM5_HUMAN,0.0,0.33678624,0
TGM5_HUMAN,0.0,0.34489325,0
TGM5_HUMAN,0.0,0.36941394,0
TGM5_HUMAN,0.0,0.41319993,0
TGM5_HUMAN,0.0,0.35867524,0
TGM5_HUMAN,0.0,0.2246687,0
TGM5_HUMAN,0.0,0.2545703,0
TGM5_HUMAN,0.0,0.2265833,0
FRS3_HUMAN,1.0,0.8771478,1
FRS3_HUMAN,1.0,0.7805392,1
FRS3_HUMAN,1.0,0.79573154,1
FRS3_HUMAN,1.0,0.600976,1
ZN207_HUMAN,1.0,0.59057206,1
ZN207_HUMAN,1.0,0.48431522,0
ZN207_HUMAN,1.0,0.29487774,0
ZN207_HUMAN,1.0,0.69887495,1
BUB3_HUMAN,1.0,0.58573884,1
BUB3_HUMAN,1.0,0.76454014,1
SNG2_HUMAN,0.0,0.54558575,1
CPSF5_HUMAN,1.0,0.95750296,1
PLIN1_HUMAN,1.0,0.6501048,1
PLIN1_HUMAN,1.0,0.5007053,1
PLIN1_HUMAN,1.0,0.2930073,0
PLIN1_HUMAN,1.0,0.36266416,0
PLIN1_HUMAN,1.0,0.22433108,0
KPRB_HUMAN,1.0,0.61583763,1
KPRB_HUMAN,1.0,0.985377,1
VINEX_HUMAN,1.0,0.32810703,0
VINEX_HUMAN,1.0,0.29794905,0
VINEX_HUMAN,1.0,0.3979368,0
VINEX_HUMAN,1.0,0.9976241,1
VINEX_HUMAN,1.0,0.98561144,1
VINEX_HUMAN,1.0,0.9902171,1
VINEX_HUMAN,1.0,0.98651123,1
PRP17_HUMAN,0.0,0.8045525,1
PRP17_HUMAN,0.0,0.79513747,1
PRP17_HUMAN,0.0,0.5540827,1
PRP17_HUMAN,0.0,0.7456304,1
PRP17_HUMAN,0.0,0.6463257,1
PRP17_HUMAN,0.0,0.6109189,1
CCNT1_HUMAN,1.0,0.6087357,1
CCNT1_HUMAN,1.0,0.4989874,0
CCNT1_HUMAN,1.0,0.51552343,1
CCNT1_HUMAN,1.0,0.6827829,1
CCNT1_HUMAN,1.0,0.67725426,1
CCNT1_HUMAN,1.0,0.6156358,1
CCNT1_HUMAN,1.0,0.76734626,1
CCNT1_HUMAN,1.0,0.68805933,1
SEP15_HUMAN,0.0,0.16748263,0
CC14B_HUMAN,1.0,0.29533306,0
CC14B_HUMAN,1.0,0.98545235,1
CC14B_HUMAN,1.0,0.99972695,1
CC14B_HUMAN,1.0,0.9999801,1
CUTA_HUMAN,0.0,0.16919418,0
TBL1X_HUMAN,1.0,0.75245965,1
TBL1X_HUMAN,1.0,0.9976573,1
TBL1X_HUMAN,1.0,0.99818414,1
TBL1X_HUMAN,1.0,0.99653035,1
TBL1X_HUMAN,1.0,0.9967648,1
TBL1X_HUMAN,1.0,0.95197654,1
SDC3_HUMAN,0.0,0.20712838,0
SDC3_HUMAN,0.0,0.08723311,0
SDC3_HUMAN,0.0,0.3864027,0
ULK1_HUMAN,1.0,0.9357825,1
ULK1_HUMAN,1.0,0.96673965,1
ULK1_HUMAN,1.0,0.9846555,1
ULK1_HUMAN,1.0,0.9382918,1
ULK1_HUMAN,1.0,0.8295015,1
ULK1_HUMAN,1.0,0.6667251,1
ULK1_HUMAN,1.0,0.48417506,0
ULK1_HUMAN,1.0,0.4646859,0
ULK1_HUMAN,1.0,0.54129124,1
ULK1_HUMAN,1.0,0.71869564,1
ULK1_HUMAN,1.0,0.73865974,1
ULK1_HUMAN,1.0,0.8601668,1
ULK1_HUMAN,1.0,0.5653725,1
PR40A_HUMAN,1.0,0.83364767,1
PR40A_HUMAN,1.0,0.9641961,1
PR40A_HUMAN,1.0,0.9683012,1
PR40A_HUMAN,1.0,0.9118551,1
PR40A_HUMAN,1.0,0.8934847,1
PR40A_HUMAN,1.0,0.6983079,1
PR40A_HUMAN,1.0,0.46299273,0
PR40A_HUMAN,1.0,0.4790396,0
PR40A_HUMAN,1.0,0.6300976,1
PR40A_HUMAN,1.0,0.5169489,1
PR40A_HUMAN,1.0,0.60584486,1
GGYF1_HUMAN,0.0,0.20988208,0
GGYF1_HUMAN,0.0,0.21556386,0
GGYF1_HUMAN,0.0,0.22006527,0
GGYF1_HUMAN,0.0,0.24674205,0
GGYF1_HUMAN,0.0,0.206943,0
GGYF1_HUMAN,0.0,0.56389,1
GGYF1_HUMAN,0.0,0.58560246,1
GGYF1_HUMAN,0.0,0.51006526,1
GGYF1_HUMAN,0.0,0.54316974,1
GGYF1_HUMAN,0.0,0.46509016,0
GGYF1_HUMAN,0.0,0.32862672,0
GGYF1_HUMAN,0.0,0.7728698,1
GGYF1_HUMAN,0.0,0.5724995,1
ERN1_HUMAN,1.0,0.7520504,1
ERN1_HUMAN,1.0,0.90613383,1
ERN1_HUMAN,1.0,0.8643595,1
ERN1_HUMAN,1.0,0.6279585,1
ERN1_HUMAN,1.0,0.56691784,1
ERN1_HUMAN,1.0,0.43758103,0
ERN1_HUMAN,1.0,0.91213685,1
ERN1_HUMAN,1.0,0.93165773,1
ERN1_HUMAN,1.0,0.9124005,1
ERN1_HUMAN,1.0,0.741025,1
ERN1_HUMAN,1.0,0.5928681,1
ERN1_HUMAN,1.0,0.71813476,1
KHDR3_HUMAN,1.0,0.8930908,1
KHDR3_HUMAN,1.0,0.7977125,1
STX11_HUMAN,1.0,0.6948967,1
ERAL1_HUMAN,0.0,0.5601025,1
ERAL1_HUMAN,0.0,0.58019054,1
ERAL1_HUMAN,0.0,0.60754824,1
U520_HUMAN,1.0,0.9096896,1
U520_HUMAN,1.0,0.82147074,1
U520_HUMAN,1.0,0.7869128,1
U520_HUMAN,1.0,0.8316276,1
U520_HUMAN,1.0,0.8366748,1
U520_HUMAN,1.0,0.9069123,1
U520_HUMAN,1.0,0.96833324,1
U520_HUMAN,1.0,0.9691924,1
U520_HUMAN,1.0,0.92896605,1
U520_HUMAN,1.0,0.9609174,1
U520_HUMAN,1.0,0.94615805,1
U520_HUMAN,1.0,0.9057627,1
U520_HUMAN,1.0,0.90912527,1
U520_HUMAN,1.0,0.8920682,1
U520_HUMAN,1.0,0.73478097,1
U520_HUMAN,1.0,0.89965075,1
U520_HUMAN,1.0,0.2543777,0
U520_HUMAN,1.0,0.030979294,0
U520_HUMAN,1.0,0.8399943,1
U520_HUMAN,1.0,0.937294,1
U520_HUMAN,1.0,0.947129,1
U520_HUMAN,1.0,0.9044877,1
U520_HUMAN,1.0,0.89580154,1
U520_HUMAN,1.0,0.82955724,1
U520_HUMAN,1.0,0.8900973,1
U520_HUMAN,1.0,0.865277,1
U520_HUMAN,1.0,0.8939612,1
U520_HUMAN,1.0,0.81910956,1
U520_HUMAN,1.0,0.910106,1
U520_HUMAN,1.0,0.8541213,1
OFD1_HUMAN,1.0,0.87095445,1
OFD1_HUMAN,1.0,0.57519585,1
OFD1_HUMAN,1.0,0.21601342,0
OFD1_HUMAN,1.0,0.22397569,0
OFD1_HUMAN,1.0,0.5803022,1
OFD1_HUMAN,1.0,0.7755076,1
OFD1_HUMAN,1.0,0.856208,1
OFD1_HUMAN,1.0,0.782062,1
OFD1_HUMAN,1.0,0.872386,1
OFD1_HUMAN,1.0,0.4962857,0
OFD1_HUMAN,1.0,0.3223549,0
OFD1_HUMAN,1.0,0.72384256,1
RENR_HUMAN,1.0,0.22281022,0
RENR_HUMAN,1.0,0.37086517,0
AL1A2_HUMAN,1.0,0.72813797,1
AL1A2_HUMAN,1.0,0.61226934,1
AL1A2_HUMAN,1.0,0.6201344,1
AL1A2_HUMAN,1.0,0.94040984,1
AL1A2_HUMAN,1.0,0.98238707,1
DEND_HUMAN,0.0,0.276325,0
DEND_HUMAN,0.0,0.27882752,0
DEND_HUMAN,0.0,0.25793907,0
DEND_HUMAN,0.0,0.12398824,0
DEND_HUMAN,0.0,0.18325378,0
DEND_HUMAN,0.0,0.33344755,0
DEND_HUMAN,0.0,0.34765697,0
DEND_HUMAN,0.0,0.7261477,1
RTN3_HUMAN,1.0,0.6797814,1
RTN3_HUMAN,1.0,0.5634482,1
RTN3_HUMAN,1.0,0.37465397,0
RTN3_HUMAN,1.0,0.57376254,1
RTN3_HUMAN,1.0,0.47795808,0
RTN3_HUMAN,1.0,0.8076234,1
RTN3_HUMAN,1.0,0.9733392,1
RTN3_HUMAN,1.0,0.8976843,1
RTN3_HUMAN,1.0,0.8238254,1
RTN3_HUMAN,1.0,0.7532081,1
RTN3_HUMAN,1.0,0.42290956,0
RTN3_HUMAN,1.0,0.31057405,0
RTN3_HUMAN,1.0,0.5129849,1
LRAT_HUMAN,1.0,0.5493094,1
CCDB1_HUMAN,0.0,0.54861426,1
CCDB1_HUMAN,0.0,0.5300288,1
EPM2A_HUMAN,1.0,0.76864946,1
EPM2A_HUMAN,1.0,0.99670273,1
FKBP9_HUMAN,0.0,0.26300204,0
FKBP9_HUMAN,0.0,0.30704412,0
FKBP9_HUMAN,0.0,0.24059553,0
FKBP9_HUMAN,0.0,0.27548197,0
FKBP9_HUMAN,0.0,0.18871512,0
PIGN_HUMAN,0.0,0.011218491,0
PIGN_HUMAN,0.0,0.10338895,0
PIGN_HUMAN,0.0,0.07957927,0
PIGN_HUMAN,0.0,0.025242325,0
PIGN_HUMAN,0.0,0.0035004052,0
PIGN_HUMAN,0.0,0.15207194,0
PIGN_HUMAN,0.0,0.10253934,0
PIGN_HUMAN,0.0,0.066631645,0
PIGN_HUMAN,0.0,0.053150207,0
PIGN_HUMAN,0.0,0.023851486,0
PIGN_HUMAN,0.0,0.01775723,0
PPN_HUMAN,0.0,0.45881915,0
PPN_HUMAN,0.0,0.49995732,0
PPN_HUMAN,0.0,0.21618819,0
PPN_HUMAN,0.0,0.19121444,0
PPN_HUMAN,0.0,0.056234904,0
PPN_HUMAN,0.0,0.105376974,0
PPN_HUMAN,0.0,0.3187512,0
PPN_HUMAN,0.0,0.29699132,0
PPN_HUMAN,0.0,0.40252462,0
PPN_HUMAN,0.0,0.2893741,0
PPN_HUMAN,0.0,0.26929912,0
PPN_HUMAN,0.0,0.29302502,0
PPN_HUMAN,0.0,0.25838798,0
