Protein,label,Y_Prob,Pred_label
HFM1_HUMAN,0.0,0.16918123,0
HFM1_HUMAN,0.0,0.66266733,1
HFM1_HUMAN,0.0,0.8159951,1
HFM1_HUMAN,0.0,0.9857907,1
HFM1_HUMAN,0.0,0.95028514,1
HFM1_HUMAN,0.0,0.9813617,1
HFM1_HUMAN,0.0,0.9274073,1
HFM1_HUMAN,0.0,0.90403396,1
HFM1_HUMAN,0.0,0.87861466,1
HFM1_HUMAN,0.0,0.8946242,1
HFM1_HUMAN,0.0,0.83353204,1
HFM1_HUMAN,0.0,0.3694324,0
HFM1_HUMAN,0.0,0.46144998,0
HFM1_HUMAN,0.0,0.35329023,0
HFM1_HUMAN,0.0,0.21995792,0
HFM1_HUMAN,0.0,0.26227975,0
HFM1_HUMAN,0.0,0.3112076,0
HFM1_HUMAN,0.0,0.2333544,0
HFM1_HUMAN,0.0,0.5831922,1
VWA8_HUMAN,0.0,0.8613033,1
VWA8_HUMAN,0.0,0.7123713,1
VWA8_HUMAN,0.0,0.7916868,1
VWA8_HUMAN,0.0,0.64051163,1
VWA8_HUMAN,0.0,0.47862545,0
VWA8_HUMAN,0.0,0.3357195,0
VWA8_HUMAN,0.0,0.33428964,0
VWA8_HUMAN,0.0,0.39474326,0
VWA8_HUMAN,0.0,0.7296029,1
VWA8_HUMAN,0.0,0.6678444,1
VWA8_HUMAN,0.0,0.9244131,1
VWA8_HUMAN,0.0,0.91813153,1
VWA8_HUMAN,0.0,0.9010639,1
VWA8_HUMAN,0.0,0.8710096,1
VWA8_HUMAN,0.0,0.8721758,1
VWA8_HUMAN,0.0,0.6827844,1
VWA8_HUMAN,0.0,0.4574062,0
VWA8_HUMAN,0.0,0.63474697,1
VWA8_HUMAN,0.0,0.44967654,0
VWA8_HUMAN,0.0,0.2615896,0
VWA8_HUMAN,0.0,0.45321083,0
VWA8_HUMAN,0.0,0.30324063,0
VWA8_HUMAN,0.0,0.5306869,1
VWA8_HUMAN,0.0,0.59906733,1
VWA8_HUMAN,0.0,0.6686818,1
VWA8_HUMAN,0.0,0.81593925,1
F221B_HUMAN,0.0,0.7777764,1
F221B_HUMAN,0.0,0.6722141,1
F221B_HUMAN,0.0,0.46351713,0
CMI2B_HUMAN,0.0,0.2917097,0
AHRR_HUMAN,0.0,0.99802965,1
AHRR_HUMAN,0.0,0.9912348,1
AHRR_HUMAN,0.0,0.9151355,1
AHRR_HUMAN,0.0,0.17277795,0
AHRR_HUMAN,0.0,0.2249356,0
AHRR_HUMAN,0.0,0.1608362,0
AHRR_HUMAN,0.0,0.16317788,0
ADAS_HUMAN,1.0,0.7594618,1
ADAS_HUMAN,1.0,0.7329938,1
ADAS_HUMAN,1.0,0.44110942,0
ADAS_HUMAN,1.0,0.41882277,0
ADAS_HUMAN,1.0,0.5452383,1
ADAS_HUMAN,1.0,0.6869577,1
ADAS_HUMAN,1.0,0.80232775,1
IKBE_HUMAN,0.0,0.15100099,0
IKBE_HUMAN,0.0,0.48519516,0
IKBE_HUMAN,0.0,0.7124381,1
IKBE_HUMAN,0.0,0.5240074,1
TAF4_HUMAN,1.0,0.5768321,1
TAF4_HUMAN,1.0,0.5861971,1
TAF4_HUMAN,1.0,0.5121071,1
TAF4_HUMAN,1.0,0.3821845,0
TAF4_HUMAN,1.0,0.84312874,1
