Protein,label,Y_Prob,Pred_label
HFM1_HUMAN,0.0,0.16885754,0
HFM1_HUMAN,0.0,0.48955706,0
HFM1_HUMAN,0.0,0.87479913,1
HFM1_HUMAN,0.0,0.96801656,1
HFM1_HUMAN,0.0,0.95317084,1
HFM1_HUMAN,0.0,0.9655736,1
HFM1_HUMAN,0.0,0.91372305,1
HFM1_HUMAN,0.0,0.92563176,1
HFM1_HUMAN,0.0,0.89671,1
HFM1_HUMAN,0.0,0.8421816,1
HFM1_HUMAN,0.0,0.8438209,1
HFM1_HUMAN,0.0,0.44863448,0
HFM1_HUMAN,0.0,0.39125648,0
HFM1_HUMAN,0.0,0.40182206,0
HFM1_HUMAN,0.0,0.21091713,0
HFM1_HUMAN,0.0,0.24703701,0
HFM1_HUMAN,0.0,0.27658647,0
HFM1_HUMAN,0.0,0.26931396,0
HFM1_HUMAN,0.0,0.3672705,0
VWA8_HUMAN,0.0,0.7706787,1
VWA8_HUMAN,0.0,0.63912797,1
VWA8_HUMAN,0.0,0.7753095,1
VWA8_HUMAN,0.0,0.6449274,1
VWA8_HUMAN,0.0,0.630624,1
VWA8_HUMAN,0.0,0.35083833,0
VWA8_HUMAN,0.0,0.34140453,0
VWA8_HUMAN,0.0,0.2591611,0
VWA8_HUMAN,0.0,0.84220815,1
VWA8_HUMAN,0.0,0.54102063,1
VWA8_HUMAN,0.0,0.9228952,1
VWA8_HUMAN,0.0,0.8911226,1
VWA8_HUMAN,0.0,0.8642658,1
VWA8_HUMAN,0.0,0.945364,1
VWA8_HUMAN,0.0,0.61986405,1
VWA8_HUMAN,0.0,0.33053276,0
VWA8_HUMAN,0.0,0.21750672,0
VWA8_HUMAN,0.0,0.50855994,1
VWA8_HUMAN,0.0,0.30193263,0
VWA8_HUMAN,0.0,0.29143772,0
VWA8_HUMAN,0.0,0.637132,1
VWA8_HUMAN,0.0,0.52062654,1
VWA8_HUMAN,0.0,0.48257795,0
VWA8_HUMAN,0.0,0.25765693,0
VWA8_HUMAN,0.0,0.4892702,0
VWA8_HUMAN,0.0,0.45689327,0
F221B_HUMAN,0.0,0.4675961,0
F221B_HUMAN,0.0,0.30761307,0
F221B_HUMAN,0.0,0.33663988,0
CMI2B_HUMAN,0.0,0.09296273,0
AHRR_HUMAN,0.0,0.9986683,1
AHRR_HUMAN,0.0,0.9940264,1
AHRR_HUMAN,0.0,0.9823628,1
AHRR_HUMAN,0.0,0.11489292,0
AHRR_HUMAN,0.0,0.14942658,0
AHRR_HUMAN,0.0,0.11257847,0
AHRR_HUMAN,0.0,0.12100224,0
ADAS_HUMAN,1.0,0.59227747,1
ADAS_HUMAN,1.0,0.22593279,0
ADAS_HUMAN,1.0,0.20290278,0
ADAS_HUMAN,1.0,0.2662042,0
ADAS_HUMAN,1.0,0.41496512,0
ADAS_HUMAN,1.0,0.559733,1
ADAS_HUMAN,1.0,0.8580796,1
IKBE_HUMAN,0.0,0.106156304,0
IKBE_HUMAN,0.0,0.54877144,1
IKBE_HUMAN,0.0,0.53312516,1
IKBE_HUMAN,0.0,0.52613217,1
TAF4_HUMAN,1.0,0.57589114,1
TAF4_HUMAN,1.0,0.38167387,0
TAF4_HUMAN,1.0,0.5099006,1
TAF4_HUMAN,1.0,0.4909477,0
TAF4_HUMAN,1.0,0.8583998,1
TAF4_HUMAN,1.0,0.9110954,1
TAF4_HUMAN,1.0,0.9960471,1
TAF4_HUMAN,1.0,0.9978726,1
TAF4_HUMAN,1.0,0.9934848,1
TAF4_HUMAN,1.0,0.99324775,1
TAF4_HUMAN,1.0,0.9800347,1
TAF4_HUMAN,1.0,0.9802229,1
TAF4_HUMAN,1.0,0.93301433,1
ELL2_HUMAN,0.0,0.86882734,1
ELL2_HUMAN,0.0,0.37187752,0
ELL2_HUMAN,0.0,0.35527056,0
ELL2_HUMAN,0.0,0.73815936,1
ELL2_HUMAN,0.0,0.56195956,1
ELL2_HUMAN,0.0,0.5601027,1
ELL2_HUMAN,0.0,0.39560643,0
UPK2_HUMAN,1.0,0.20948297,0
BHE40_HUMAN,1.0,0.6796205,1
BHE40_HUMAN,1.0,0.8095444,1
BHE40_HUMAN,1.0,0.49085638,0
IMPA2_HUMAN,1.0,0.49846917,0
CDIPT_HUMAN,0.0,0.0009900815,0
RPC1_HUMAN,1.0,0.7562334,1
RPC1_HUMAN,1.0,0.7155722,1
RPC1_HUMAN,1.0,0.65979576,1
RPC1_HUMAN,1.0,0.5951488,1
RPC1_HUMAN,1.0,0.93388003,1
RPC1_HUMAN,1.0,0.96764106,1
RPC1_HUMAN,1.0,0.91619617,1
RPC1_HUMAN,1.0,0.6459354,1
RPC1_HUMAN,1.0,0.46931228,0
RPC1_HUMAN,1.0,0.6956764,1
RPC1_HUMAN,1.0,0.82122266,1
RPC1_HUMAN,1.0,0.7632184,1
RPC1_HUMAN,1.0,0.847177,1
RPC1_HUMAN,1.0,0.71892774,1
RPC1_HUMAN,1.0,0.7369281,1
RPC1_HUMAN,1.0,0.7569128,1
RPC1_HUMAN,1.0,0.9162373,1
RPC1_HUMAN,1.0,0.82303774,1
BACH1_HUMAN,1.0,0.73659754,1
BACH1_HUMAN,1.0,0.32989013,0
BACH1_HUMAN,1.0,0.17858651,0
BACH1_HUMAN,1.0,0.22173768,0
BACH1_HUMAN,1.0,0.32373643,0
BACH1_HUMAN,1.0,0.7644782,1
BACH1_HUMAN,1.0,0.8700075,1
BACH1_HUMAN,1.0,0.8360781,1
GEMI2_HUMAN,1.0,0.40616232,0
TFEC_HUMAN,1.0,0.40543127,0
TFEC_HUMAN,1.0,0.34448704,0
PUR4_HUMAN,1.0,0.9700979,1
PUR4_HUMAN,1.0,0.6839699,1
PUR4_HUMAN,1.0,0.7373026,1
PUR4_HUMAN,1.0,0.9499008,1
PUR4_HUMAN,1.0,0.98179984,1
PUR4_HUMAN,1.0,0.9469073,1
PUR4_HUMAN,1.0,0.95615155,1
PUR4_HUMAN,1.0,0.8005613,1
PUR4_HUMAN,1.0,0.5613474,1
PUR4_HUMAN,1.0,0.551317,1
PUR4_HUMAN,1.0,0.42460153,0
PUR4_HUMAN,1.0,0.43554693,0
PUR4_HUMAN,1.0,0.12647657,0
PUR4_HUMAN,1.0,0.29376265,0
PUR4_HUMAN,1.0,0.28345412,0
PUR4_HUMAN,1.0,0.87625116,1
PUR4_HUMAN,1.0,0.8932872,1
TIF1A_HUMAN,1.0,0.9788425,1
TIF1A_HUMAN,1.0,0.96685725,1
TIF1A_HUMAN,1.0,0.96637106,1
TIF1A_HUMAN,1.0,0.9331406,1
TIF1A_HUMAN,1.0,0.800641,1
TIF1A_HUMAN,1.0,0.835872,1
TIF1A_HUMAN,1.0,0.86101097,1
TIF1A_HUMAN,1.0,0.8666517,1
