Protein,label,Y_Prob,Pred_label
HFM1_HUMAN,0.0,0.17600001,0
HFM1_HUMAN,0.0,0.6944546,1
HFM1_HUMAN,0.0,0.9583478,1
HFM1_HUMAN,0.0,0.98830205,1
HFM1_HUMAN,0.0,0.98043066,1
HFM1_HUMAN,0.0,0.9888469,1
HFM1_HUMAN,0.0,0.97096103,1
HFM1_HUMAN,0.0,0.97698474,1
HFM1_HUMAN,0.0,0.9669126,1
HFM1_HUMAN,0.0,0.9382568,1
HFM1_HUMAN,0.0,0.93710786,1
HFM1_HUMAN,0.0,0.39897206,0
HFM1_HUMAN,0.0,0.6891755,1
HFM1_HUMAN,0.0,0.48831078,0
HFM1_HUMAN,0.0,0.21096313,0
HFM1_HUMAN,0.0,0.3739502,0
HFM1_HUMAN,0.0,0.46189928,0
HFM1_HUMAN,0.0,0.30441326,0
HFM1_HUMAN,0.0,0.47956327,0
VWA8_HUMAN,0.0,0.7597414,1
VWA8_HUMAN,0.0,0.5878913,1
VWA8_HUMAN,0.0,0.6545304,1
VWA8_HUMAN,0.0,0.7334029,1
VWA8_HUMAN,0.0,0.5841289,1
VWA8_HUMAN,0.0,0.4546658,0
VWA8_HUMAN,0.0,0.39963397,0
VWA8_HUMAN,0.0,0.40729108,0
VWA8_HUMAN,0.0,0.7707499,1
VWA8_HUMAN,0.0,0.6521812,1
VWA8_HUMAN,0.0,0.9210354,1
VWA8_HUMAN,0.0,0.9103201,1
VWA8_HUMAN,0.0,0.89653736,1
VWA8_HUMAN,0.0,0.85738873,1
VWA8_HUMAN,0.0,0.7372091,1
VWA8_HUMAN,0.0,0.5634549,1
VWA8_HUMAN,0.0,0.24527612,0
VWA8_HUMAN,0.0,0.23723978,0
VWA8_HUMAN,0.0,0.21412659,0
VWA8_HUMAN,0.0,0.17067455,0
VWA8_HUMAN,0.0,0.5556272,1
VWA8_HUMAN,0.0,0.46381083,0
VWA8_HUMAN,0.0,0.55075777,1
VWA8_HUMAN,0.0,0.5660951,1
VWA8_HUMAN,0.0,0.69132125,1
VWA8_HUMAN,0.0,0.79704154,1
F221B_HUMAN,0.0,0.71491647,1
F221B_HUMAN,0.0,0.7390254,1
F221B_HUMAN,0.0,0.40878507,0
CMI2B_HUMAN,0.0,0.15698978,0
AHRR_HUMAN,0.0,0.99669826,1
AHRR_HUMAN,0.0,0.9920367,1
AHRR_HUMAN,0.0,0.98068637,1
AHRR_HUMAN,0.0,0.2264989,0
AHRR_HUMAN,0.0,0.19712797,0
AHRR_HUMAN,0.0,0.15974441,0
AHRR_HUMAN,0.0,0.18137726,0
ADAS_HUMAN,1.0,0.7364496,1
ADAS_HUMAN,1.0,0.5094443,1
ADAS_HUMAN,1.0,0.38722977,0
ADAS_HUMAN,1.0,0.3981362,0
ADAS_HUMAN,1.0,0.618827,1
ADAS_HUMAN,1.0,0.82575995,1
ADAS_HUMAN,1.0,0.85506374,1
IKBE_HUMAN,0.0,0.11800962,0
IKBE_HUMAN,0.0,0.52791935,1
IKBE_HUMAN,0.0,0.4822972,0
IKBE_HUMAN,0.0,0.4666647,0
TAF4_HUMAN,1.0,0.6392598,1
TAF4_HUMAN,1.0,0.40976718,0
TAF4_HUMAN,1.0,0.52650577,1
TAF4_HUMAN,1.0,0.49714383,0
TAF4_HUMAN,1.0,0.8110218,1
TAF4_HUMAN,1.0,0.8911722,1
TAF4_HUMAN,1.0,0.9944114,1
TAF4_HUMAN,1.0,0.99062073,1
TAF4_HUMAN,1.0,0.99000907,1
TAF4_HUMAN,1.0,0.96054745,1
TAF4_HUMAN,1.0,0.95581055,1
TAF4_HUMAN,1.0,0.9206435,1
TAF4_HUMAN,1.0,0.8491564,1
ELL2_HUMAN,0.0,0.8243515,1
ELL2_HUMAN,0.0,0.86754435,1
ELL2_HUMAN,0.0,0.84551466,1
ELL2_HUMAN,0.0,0.8759062,1
ELL2_HUMAN,0.0,0.7532126,1
ELL2_HUMAN,0.0,0.6307759,1
ELL2_HUMAN,0.0,0.7746906,1
UPK2_HUMAN,1.0,0.1838958,0
BHE40_HUMAN,1.0,0.70795244,1
BHE40_HUMAN,1.0,0.858052,1
BHE40_HUMAN,1.0,0.82890826,1
IMPA2_HUMAN,1.0,0.54621315,1
